MillÇsime,Code rÇgion,Code EPCI,NOM EPCI,Code INSEE,Nom Commune,Code IRIS,IRIS,Numero,Lettre,Rue,Code CatÇgorie,Secteur d'activitÇ,Code_N1,LibellÇ_N1,Code_N2,LibellÇ_N2,Nombre de PDL,DonnÇes de consommation (MWh),donnÇes corrigÇes du climat,EPCI/EPT,LibellÇ de l'EPCI/EPT,Nature d'EPCI
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751083205,Europe 5,6,,RUE DE MADRID,PRO,Tertiaire,,,,,6,"69,86276","74,9133003109459",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166411,Chaillot 11,11,,RUE NEWTON,PRO,Tertiaire,,,,,1,"69,85405","74,9039606449249",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75102,PARIS 2E  ARRONDISSEMENT,751020802,Bonne Nouvelle 2,92,,RUE MONTORGUEIL,PRO,Tertiaire,,,,,1,"69,81777","74,8650578799142",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751186919,Grandes Carrieres 19,116,,RUE ORDENER,PRO,Tertiaire,,,,,1,"69,81491","74,8619911239072",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75101,PARIS 1ER ARRONDISSEMENT,751010201,Les Halles 1,10,,RUE DE LA GRANDE TRUANDERIE,ENT,Tertiaire,I,HÇbergement et restauration,56,Restauration,1,"69,79481","74,8404380484741",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75104,PARIS 4E  ARRONDISSEMENT,751041504,Arsenal 4,3,,PLACE DES VOSGES,PRO,Tertiaire,,,,,4,"69,78849","74,8336611610742",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75113,PARIS 13E  ARRONDISSEMENT,751134903,Salpetriere 3,174,,BOULEVARD VINCENT AURIOL,PRO,Tertiaire,,,,,1,"69,78385","74,8286857247553",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176509,Ternes 9,23,,AVENUE NIEL,PRO,Tertiaire,,,,,2,"69,78243","74,8271630696749",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751083204,Europe 4,R,,RUE DE MADRID,PRO,Tertiaire,,,,,3,"69,76295","74,806274815474",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75102,PARIS 2E  ARRONDISSEMENT,751020602,Vivienne 2,86,,RUE DE RICHELIEU,PRO,Tertiaire,,,,,1,"69,75555","74,7983398523792",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187207,Chapelle 7,,,Somme des donnÇes secrÇtisÇes IRIS (Chapelle 7),PRO,Tertiaire,,,,,10,"69,74009","74,7817622132649",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75114,PARIS 14E  ARRONDISSEMENT,751145615,Plaisance 15,88,,RUE RAYMOND LOSSERAND,PRO,Tertiaire,,,,,1,"69,71038","74,7499044087316",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187201,Chapelle 1,27,,RUE DU DEPARTEMENT,PRO,Tertiaire,,,,,1,"69,68427","74,7219068565147",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114106,Folie Mericourt 6,7,,RUE DE MALTE,PRO,Tertiaire,,,,,1,"69,67863","74,7158591278857",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75106,PARIS 6E  ARRONDISSEMENT,751062204,Odeon 4,34,,RUE MONSIEUR LE PRINCE,PRO,Tertiaire,,,,,1,"69,67841","74,7156232235775",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751103706,Saint-Vincent de Paul 6,27,,RUE DE ROCROY,PRO,Tertiaire,,,,,1,"69,66633","74,7026699324714",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75103,PARIS 3E  ARRONDISSEMENT,751030904,Arts et Metiers 4,46,,RUE DES GRAVILLIERS,PRO,Tertiaire,,,,,1,"69,64046","74,6749297304089",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75103,PARIS 3E  ARRONDISSEMENT,751030904,Arts et Metiers 4,4,,RUE VOLTA,PRO,Tertiaire,,,,,1,"69,63688","74,6710909239387",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114320,Roquette 20,3,,RUE OMER TALON,PRO,Tertiaire,,,,,1,"69,63265","74,6665551274669",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176804,Epinettes 4,48,,RUE GUY MOQUET,PRO,Tertiaire,,,,,5,"69,62139","74,6544811160551",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176601,Plaine Monceau 1,94,,BOULEVARD MALESHERBES,PRO,Tertiaire,,,,,1,"69,61595","74,6486478458881",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75112,PARIS 12E  ARRONDISSEMENT,751124808,Quinze Vingts 8,14,,RUE ABEL,PRO,Tertiaire,,,,,6,"69,61571","74,6483904957337",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751103802,Porte Saint-Denis 2,52,,RUE DU FAUBOURG SAINT DENIS,PRO,Tertiaire,,,,,1,"69,61295","74,6454309689578",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75106,PARIS 6E  ARRONDISSEMENT,751062402,Saint-Germain des Pres 2,R,,RUE DE L ABBAYE,PRO,Tertiaire,,,,,5,"69,59871","74,6301615264618",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75120,PARIS 20E  ARRONDISSEMENT,751207814,Saint-Fargeau 14,276,,RUE DE BELLEVILLE,PRO,Tertiaire,,,,,1,"69,59797","74,6293680301524",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75120,PARIS 20E  ARRONDISSEMENT,751207808,Saint-Fargeau 8,127,,AVENUE GAMBETTA,PRO,Tertiaire,,,,,1,"69,59764","74,62901417369",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75101,PARIS 1ER ARRONDISSEMENT,751010303,Palais Royal 3,R,,RUE SAINT HONORE,PRO,Tertiaire,,,,,4,"69,58678","74,6173690792022",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166126,Auteuil 26,38,,RUE RIBERA,PRO,Tertiaire,,,,,1,"69,56792","74,5971456462336",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75105,PARIS 5E  ARRONDISSEMENT,751051801,Jardin des Plantes 1,20,,BOULEVARD SAINT MARCEL,PRO,Tertiaire,,,,,1,"69,5626","74,5914410511438",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176608,Plaine Monceau 8,,,Somme des donnÇes secrÇtisÇes IRIS (Plaine Monceau 8),PRO,Tertiaire,,,,,7,"69,5479","74,5756783541852",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751186912,Grandes Carrieres 12,26,,RUE DUHESME,PRO,Tertiaire,,,,,1,"69,54298","74,5704026760195",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751103707,Saint-Vincent de Paul 7,15,,RUE CAIL,PRO,Tertiaire,,,,,2,"69,5402","74,5674217033974",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166401,Chaillot 1,10,,RUE DE CHAILLOT,PRO,Tertiaire,,,,,1,"69,53763","74,5646659121604",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75115,PARIS 15E  ARRONDISSEMENT,751155816,Necker 16,R,,BOULEVARD PASTEUR,PRO,Tertiaire,,,,,2,"69,53113","74,5576960121447",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75101,PARIS 1ER ARRONDISSEMENT,751010303,Palais Royal 3,163,,RUE SAINT HONORE,PRO,Tertiaire,,,,,2,"69,52451","74,5505974370518",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751083104,Madeleine 4,16,,RUE CAMBACERES,ENT,Tertiaire,I,HÇbergement et restauration,55,HÇbergement,1,"69,51128","74,536411009789",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75101,PARIS 1ER ARRONDISSEMENT,751010301,Palais Royal 1,3,,PLACE DE VALOIS,PRO,Tertiaire,,,,,1,"69,504","74,5286047217715",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176708,Batignolles 8,58,,RUE LEGENDRE,PRO,Tertiaire,,,,,1,"69,48652","74,5098610521908",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75120,PARIS 20E  ARRONDISSEMENT,751208006,Charonne 6,43,,RUE DE LA PLAINE,PRO,Tertiaire,,,,,1,"69,48595","74,509249845574",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751083004,Faubourg du Roule 4,R,,AVENUE FRANKLIN DELANO ROOSEVELT,PRO,Tertiaire,,,,,5,"69,47897","74,5017652452494",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75107,PARIS 7E  ARRONDISSEMENT,751072801,Gros Caillou 1,24,,AVENUE DE TOURVILLE,PRO,Tertiaire,,,,,2,"69,47144","74,4936908841543",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751083105,Madeleine 5,1,,BOULEVARD MALESHERBES,PRO,Tertiaire,,,,,4,"69,44751","74,4680309291734",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75115,PARIS 15E  ARRONDISSEMENT,751155901,Grenelle 1,5,,RUE MADEMOISELLE,PRO,Tertiaire,,,,,1,"69,44257","74,4627338051615",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75102,PARIS 2E  ARRONDISSEMENT,751020701,Mail 1,9,,RUE MANDAR,PRO,Tertiaire,,,,,2,"69,43188","74,4512710003665",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75113,PARIS 13E  ARRONDISSEMENT,751134907,Salpetriere 7,5,,RUE JULES BRETON,PRO,Tertiaire,,,,,1,"69,42973","74,4489655718997",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75101,PARIS 1ER ARRONDISSEMENT,751010301,Palais Royal 1,4,,AVENUE DE L OPERA,PRO,Tertiaire,,,,,5,"69,42688","74,4459095388159",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114301,Roquette 1,96,,AVENUE PHILIPPE AUGUSTE,PRO,Tertiaire,,,,,1,"69,421","74,4396044600325",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114409,Sainte-Marguerite 9,19,,RUE VOLTAIRE,PRO,Tertiaire,,,,,1,"69,41403","74,432130582631",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75109,PARIS 9E  ARRONDISSEMENT,751093403,Chaussee d'Antin 3,24,,RUE DE CAUMARTIN,PRO,Tertiaire,,,,,1,"69,39043","74,4068244841124",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75104,PARIS 4E  ARRONDISSEMENT,751041401,Saint-Gervais 1,16,,RUE CHARLEMAGNE,PRO,Tertiaire,,,,,4,"69,3885","74,4047549599539",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75101,PARIS 1ER ARRONDISSEMENT,751010402,Place Vendome 2,R,,RUE DUPHOT,PRO,Tertiaire,,,,,10,"69,38279","74,3986321708632",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176507,Ternes 7,R,,RUE GUERSANT,PRO,Tertiaire,,,,,4,"69,37749","74,3929490216196",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75115,PARIS 15E  ARRONDISSEMENT,751155723,Saint-Lambert 23,337,,RUE DE VAUGIRARD,PRO,Tertiaire,,,,,1,"69,37137","74,3863865926818",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166216,Muette 16,,,Somme des donnÇes secrÇtisÇes IRIS (Muette 16),PRO,Tertiaire,,,,,7,"69,36858","74,3833948971366",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751186903,Grandes Carrieres 3,6,,RUE CAULAINCOURT,PRO,Tertiaire,,,,,1,"69,3642","74,3786982568183",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187021,Clignancourt 21,49,,RUE HERMEL,PRO,Tertiaire,,,,,1,"69,36344","74,3778833146626",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166209,Muette 9,R,,BOULEVARD EMILE AUGIER,PRO,Tertiaire,,,,,3,"69,34292","74,3558798764592",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751083102,Madeleine 2,R,,AVENUE MATIGNON,PRO,Tertiaire,,,,,4,"69,33903","74,3517086593729",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75109,PARIS 9E  ARRONDISSEMENT,751093306,Saint-Georges 6,R,,RUE BALLU,PRO,Tertiaire,,,,,6,"69,33597","74,348427444904",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75104,PARIS 4E  ARRONDISSEMENT,751041601,Notre Dame 1,51,,RUE SAINT LOUIS EN L ILE,PRO,Tertiaire,,,,,3,"69,3294","74,3413824844265",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75114,PARIS 14E  ARRONDISSEMENT,751145623,Plaisance 23,,,Somme des donnÇes secrÇtisÇes IRIS (Plaisance 23),PRO,Tertiaire,,,,,5,"69,32498","74,3366429524159",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75105,PARIS 5E  ARRONDISSEMENT,751051903,Val de Grace 3,R,,RUE PIERRE NICOLE,PRO,Tertiaire,,,,,4,"69,32082","74,3321822164058",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114206,Saint-Ambroise 6,R,,RUE DU CHEMIN VERT,PRO,Tertiaire,,,,,2,"69,30541","74,315658191907",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75105,PARIS 5E  ARRONDISSEMENT,751052003,Sorbonne 3,28,,RUE DE LA HUCHETTE,PRO,Tertiaire,,,,,1,"69,30343","74,313535053133",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75107,PARIS 7E  ARRONDISSEMENT,751072503,Saint-Thomas d'Aquin 3,110,,RUE DU BAC,PRO,Tertiaire,,,,,1,"69,29357","74,3029622509554",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751103707,Saint-Vincent de Paul 7,R,,RUE DE L AQUEDUC,PRO,Tertiaire,,,,,5,"69,28802","74,2970110286343",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75104,PARIS 4E  ARRONDISSEMENT,751041401,Saint-Gervais 1,125,,RUE SAINT ANTOINE,PRO,Tertiaire,,,,,2,"69,283","74,2916281212375",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75104,PARIS 4E  ARRONDISSEMENT,751041502,Arsenal 2,R,,RUE BEAUTREILLIS,PRO,Tertiaire,,,,,3,"69,27224","74,2800902559807",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75112,PARIS 12E  ARRONDISSEMENT,751124507,Bel Air 7,48,,BOULEVARD DE PICPUS,PRO,Tertiaire,,,,,1,"69,27026","74,2779671172067",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114401,Sainte-Marguerite 1,12,,AVENUE DE BOUVINES,PRO,Tertiaire,,,,,1,"69,26892","74,2765302455112",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75114,PARIS 14E  ARRONDISSEMENT,751145515,Petit Montrouge 15,R,,AVENUE RENE COTY,PRO,Tertiaire,,,,,8,"69,2645","74,2717907135005",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75119,PARIS 19E  ARRONDISSEMENT,751197605,Combat 5,R,,RUE RAMPAL,PRO,Tertiaire,,,,,5,"69,24888","74,2550415076166",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75112,PARIS 12E  ARRONDISSEMENT,751124702,Bercy 2,3,,RUE CORBINEAU,PRO,Tertiaire,,,,,1,"69,23756","74,2429031586662",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75120,PARIS 20E  ARRONDISSEMENT,751208019,Charonne 19,123,,BOULEVARD DAVOUT,PRO,Tertiaire,,,,,1,"69,23604","74,2412732743548",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75106,PARIS 6E  ARRONDISSEMENT,751062309,Notre Dame des Champs 9,120,,RUE DE RENNES,PRO,Tertiaire,,,,,1,"69,22184","74,2260467235513",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75107,PARIS 7E  ARRONDISSEMENT,751072502,Saint-Thomas d'Aquin 2,12,,RUE DE BABYLONE,PRO,Tertiaire,,,,,1,"69,22071","74,2248350332409",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187103,Goutte d'Or 3,20,,RUE RICHOMME,PRO,Tertiaire,,,,,1,"69,19887","74,2014161691881",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75105,PARIS 5E  ARRONDISSEMENT,751051799,Seine et Berges 1,2,,QUAI DE LA TOURNELLE,PRO,Tertiaire,,,,,1,"69,18996","74,191862044705",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75105,PARIS 5E  ARRONDISSEMENT,751051703,Saint-Victor 3,R,,RUE DESCARTES,PRO,Tertiaire,,,,,3,"69,17583","74,1767105543632",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75103,PARIS 3E  ARRONDISSEMENT,751030904,Arts et Metiers 4,19,,RUE AU MAIRE,PRO,Tertiaire,,,,,1,"69,17237","74,1730004229702",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75110,PARIS 10E  ARRONDISSEMENT,751103707,Saint-Vincent de Paul 7,,,Somme des donnÇes secrÇtisÇes IRIS (Saint-Vincent de Paul 7),PRO,Tertiaire,,,,,2,"69,16787","74,1681751075747",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75104,PARIS 4E  ARRONDISSEMENT,751041503,Arsenal 3,R,,RUE DU PETIT MUSC,PRO,Tertiaire,,,,,4,"69,15378","74,1530665089253",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75101,PARIS 1ER ARRONDISSEMENT,751010402,Place Vendome 2,18,,RUE DUPHOT,PRO,Tertiaire,,,,,4,"69,14395","74,1425258755169",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75103,PARIS 3E  ARRONDISSEMENT,751031204,Sainte-Avoye 4,R,,RUE DU GRENIER SAINT LAZARE,PRO,Tertiaire,,,,,2,"69,13371","74,1315456022614",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75114,PARIS 14E  ARRONDISSEMENT,751145308,Montparnasse 8,37,,RUE DELAMBRE,PRO,Tertiaire,,,,,1,"69,12863","74,1260983573261",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166306,Porte Dauphine 6,,,Somme des donnÇes secrÇtisÇes IRIS (Porte Dauphine 6),PRO,Tertiaire,,,,,13,"69,10634","74,1021969617338",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75103,PARIS 3E  ARRONDISSEMENT,751031002,Enfants Rouges 2,R,,RUE COMMINES,PRO,Tertiaire,,,,,5,"69,10584","74,1016608155787",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751083202,Europe 2,61,,BOULEVARD MALESHERBES,PRO,Tertiaire,,,,,1,"69,10173","74,0972536941842",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75115,PARIS 15E  ARRONDISSEMENT,751156019,Javel 19,68,,RUE DES ENTREPRENEURS,PRO,Tertiaire,,,,,1,"69,08579","74,0801613547611",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75108,PARIS 8E  ARRONDISSEMENT,751082901,Champs Elysees 1,3,,AVENUE MONTAIGNE,PRO,Tertiaire,,,,,2,"69,07583","74,0694813233524",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75114,PARIS 14E  ARRONDISSEMENT,751145306,Montparnasse 6,64,,BOULEVARD EDGAR QUINET,PRO,Tertiaire,,,,,1,"69,06958","74,0627794964142",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75115,PARIS 15E  ARRONDISSEMENT,751155806,Necker 6,91,,RUE CAMBRONNE,PRO,Tertiaire,,,,,1,"69,03936","74,0303748228027",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75120,PARIS 20E  ARRONDISSEMENT,751208023,Charonne 23,13,,RUE RIBLETTE,PRO,Tertiaire,,,,,1,"69,03143","74,0218715447836",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75109,PARIS 9E  ARRONDISSEMENT,751093305,Saint-Georges 5,24,,RUE DE LONDRES,PRO,Tertiaire,,,,,1,"69,02265","74,0124568183008",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75115,PARIS 15E  ARRONDISSEMENT,751156005,Javel 5,193,,RUE SAINT CHARLES,PRO,Tertiaire,,,,,1,"69,0201","74,00972247291",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75113,PARIS 13E  ARRONDISSEMENT,751135005,Gare 5,R,,AVENUE D IVRY,PRO,Tertiaire,,,,,3,"69,01229","74,0013478699681",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75106,PARIS 6E  ARRONDISSEMENT,751062101,Monnaie 1,17,,RUE GREGOIRE DE TOURS,PRO,Tertiaire,,,,,2,"69,00386","73,9923084457939",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751186904,Grandes Carrieres 4,5,,RUE FOREST,PRO,Tertiaire,,,,,3,"69,00371","73,9921476019474",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75105,PARIS 5E  ARRONDISSEMENT,751052002,Sorbonne 2,157,,RUE SAINT JACQUES,PRO,Tertiaire,,,,,1,"69,0024","73,9907428990211",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166218,Muette 18,R,,RUE DE LA TOUR,PRO,Tertiaire,,,,,5,"69,00124","73,9894990399414",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75107,PARIS 7E  ARRONDISSEMENT,751072705,Ecole Militaire 5,3,B,AVENUE DE VILLARS,PRO,Tertiaire,,,,,1,"68,99965","73,9877940951683",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75117,PARIS 17E  ARRONDISSEMENT,751176802,Epinettes 2,44,,RUE DES MOINES,PRO,Tertiaire,,,,,1,"68,99948","73,9876118054756",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166126,Auteuil 26,,,Somme des donnÇes secrÇtisÇes IRIS (Auteuil 26),PRO,Tertiaire,,,,,6,"68,94107","73,9249792116422",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75114,PARIS 14E  ARRONDISSEMENT,751145620,Plaisance 20,58,,RUE DE LA SABLIERE,PRO,Tertiaire,,,,,1,"68,92667","73,9095382023766",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75118,PARIS 18E  ARRONDISSEMENT,751187018,Clignancourt 18,R,,RUE DES POISSONNIERS,PRO,Tertiaire,,,,,5,"68,91595","73,8980432288122",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75111,PARIS 11E  ARRONDISSEMENT,751114315,Roquette 15,45,,RUE SEDAINE,PRO,Tertiaire,,,,,3,"68,90367","73,8848754792441",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75116,PARIS 16E  ARRONDISSEMENT,751166410,Chaillot 10,10,,AVENUE DE NEW YORK,PRO,Tertiaire,,,,,1,"68,90293","73,8840819829346",217500016,T1-Ville de Paris,EPT
2023,11,200054781,MÇtropole du Grand Paris,75112,PARIS 12E  ARRONDISSEMENT,751124808,Quinze Vingts 8,112,,RUE DE CHARENTON,PRO,Tertiaire,,,,,2,"68,879","73,8584220279537",217500016,T1-Ville de Paris,EPT
